NID,Plot,Trail,Study,Species,Year,PlotYear,ident,FATE,EXP,OrdDate,TrailDist,RoadDist,EdgeDist,WTR,WBH,GPH,Core500,Edge60m,Core10km,Edge6010km,PatchArea,CoreArea,TrailType,UseLevel,PlotType,PatchType
803,SH2,SH2,MJP,AMRO,2009,SH2-09,08-03_2009,1,1,150,65.6,172.56,166.14,1.8,7.2,2.839,0.389207807,0.222732491,0.253476659,0.093026054,38.55792105,38.55792105,Old Road,L,C,Core
803,SH2,SH2,MJP,AMRO,2009,SH2-09,08-03_2009,1,4,154,65.6,172.56,166.14,1.8,7.2,2.839,0.389207807,0.222732491,0.253476659,0.093026054,38.55792105,38.55792105,Old Road,L,C,Core
803,SH2,SH2,MJP,AMRO,2009,SH2-09,08-03_2009,0,4,158,65.6,172.56,166.14,1.8,7.2,2.839,0.389207807,0.222732491,0.253476659,0.093026054,38.55792105,38.55792105,Old Road,L,C,Core
804,SH2,SH2,MJP,AMRO,2009,SH2-09,08-04_2009,1,4,158,64.3,309.23,277.75,1.8,7.2,2.839,0.459428571,0.225142857,0.254213302,0.093235512,38.55792105,38.55792105,Old Road,L,C,Core
804,SH2,SH2,MJP,AMRO,2009,SH2-09,08-04_2009,1,4,162,64.3,309.23,277.75,1.8,7.2,2.839,0.459428571,0.225142857,0.254213302,0.093235512,38.55792105,38.55792105,Old Road,L,C,Core
808,SH2,SH2,MJP,AMRO,2009,SH2-09,08-08_2009,0,4,162,7.2,148.79,129.49,1.8,7.2,2.839,0.457762557,0.229452055,0.254359832,0.092521828,38.55792105,38.55792105,Old Road,L,C,Core
810,SH2,SH2,MJP,AMRO,2009,SH2-09,08-10_2009,1,5,172,119.8,39.61,37.75,1.8,7.2,2.839,0.484571429,0.249142857,0.25626871,0.092238058,23.89888927,0,Old Road,L,C,Edge
810,SH2,SH2,MJP,AMRO,2009,SH2-09,08-10_2009,1,3,175,119.8,39.61,37.75,1.8,7.2,2.839,0.484571429,0.249142857,0.25626871,0.092238058,23.89888927,0,Old Road,L,C,Edge
810,SH2,SH2,MJP,AMRO,2009,SH2-09,08-10_2009,1,4,179,119.8,39.61,37.75,1.8,7.2,2.839,0.484571429,0.249142857,0.25626871,0.092238058,23.89888927,0,Old Road,L,C,Edge
810,SH2,SH2,MJP,AMRO,2009,SH2-09,08-10_2009,1,3,182,119.8,39.61,37.75,1.8,7.2,2.839,0.484571429,0.249142857,0.25626871,0.092238058,23.89888927,0,Old Road,L,C,Edge
810,SH2,SH2,MJP,AMRO,2009,SH2-09,08-10_2009,1,5,187,119.8,39.61,37.75,1.8,7.2,2.839,0.484571429,0.249142857,0.25626871,0.092238058,23.89888927,0,Old Road,L,C,Edge
810,SH2,SH2,MJP,AMRO,2009,SH2-09,08-10_2009,1,3,190,119.8,39.61,37.75,1.8,7.2,2.839,0.484571429,0.249142857,0.25626871,0.092238058,23.89888927,0,Old Road,L,C,Edge
810,SH2,SH2,MJP,AMRO,2009,SH2-09,08-10_2009,1,5,195,119.8,39.61,37.75,1.8,7.2,2.839,0.484571429,0.249142857,0.25626871,0.092238058,23.89888927,0,Old Road,L,C,Edge
1206,LR2,LR2,MJP,AMRO,2009,LR2-09,12-06_2009,1,5,188,205.8,647.27,349.25,2.7,9.7,0,0.808266361,0.107921929,0.277182337,0.099151676,2754.734404,2754.734404,Old Road,L,R,Core
1206,LR2,LR2,MJP,AMRO,2009,LR2-09,12-06_2009,1,5,193,205.8,647.27,349.25,2.7,9.7,0,0.808266361,0.107921929,0.277182337,0.099151676,2754.734404,2754.734404,Old Road,L,R,Core
1206,LR2,LR2,MJP,AMRO,2009,LR2-09,12-06_2009,1,3,196,205.8,647.27,349.25,2.7,9.7,0,0.808266361,0.107921929,0.277182337,0.099151676,2754.734404,2754.734404,Old Road,L,R,Core
1206,LR2,LR2,MJP,AMRO,2009,LR2-09,12-06_2009,1,5,201,205.8,647.27,349.25,2.7,9.7,0,0.808266361,0.107921929,0.277182337,0.099151676,2754.734404,2754.734404,Old Road,L,R,Core
1206,LR2,LR2,MJP,AMRO,2009,LR2-09,12-06_2009,1,5,206,205.8,647.27,349.25,2.7,9.7,0,0.808266361,0.107921929,0.277182337,0.099151676,2754.734404,2754.734404,Old Road,L,R,Core
1206,LR2,LR2,MJP,AMRO,2009,LR2-09,12-06_2009,1,3,209,205.8,647.27,349.25,2.7,9.7,0,0.808266361,0.107921929,0.277182337,0.099151676,2754.734404,2754.734404,Old Road,L,R,Core
1402,LR4,LR4,MJP,AMRO,2009,LR4-09,14-02_2009,1,5,168,253.5,731.17,447.91,0.9,4.5,0,NA,NA,NA,NA,NA,NA,Old Road,L,R,NA
1402,LR4,LR4,MJP,AMRO,2009,LR4-09,14-02_2009,1,5,173,253.5,731.17,447.91,0.9,4.5,0,NA,NA,NA,NA,NA,NA,Old Road,L,R,NA
1402,LR4,LR4,MJP,AMRO,2009,LR4-09,14-02_2009,1,3,176,253.5,731.17,447.91,0.9,4.5,0,NA,NA,NA,NA,NA,NA,Old Road,L,R,NA
1501,BR5,BR5,MJP,AMRO,2009,BR5-09,15-01_2009,1,5,160,136.4,730.61,116.39,1.2,5,0,0.785304248,0.176808266,0.258868794,0.090230647,1031.448861,1031.448861,Constructed,L,C,Core
1501,BR5,BR5,MJP,AMRO,2009,BR5-09,15-01_2009,1,3,163,136.4,730.61,116.39,1.2,5,0,0.785304248,0.176808266,0.258868794,0.090230647,1031.448861,1031.448861,Constructed,L,C,Core
1501,BR5,BR5,MJP,AMRO,2009,BR5-09,15-01_2009,1,4,167,136.4,730.61,116.39,1.2,5,0,0.785304248,0.176808266,0.258868794,0.090230647,1031.448861,1031.448861,Constructed,L,C,Core
1501,BR5,BR5,MJP,AMRO,2009,BR5-09,15-01_2009,1,6,173,136.4,730.61,116.39,1.2,5,0,0.785304248,0.176808266,0.258868794,0.090230647,1031.448861,1031.448861,Constructed,L,C,Core
1604,BR6,BR6,MJP,AMRO,2009,BR6-09,16-04_2009,1,16,176,238.1,643.52,551.75,1.9,5.1,0,1,0,0.253350446,0.089649858,1031.448861,1031.448861,Constructed,L,C,Core
1604,BR6,BR6,MJP,AMRO,2009,BR6-09,16-04_2009,1,4,180,238.1,643.52,551.75,1.9,5.1,0,1,0,0.253350446,0.089649858,1031.448861,1031.448861,Constructed,L,C,Core
1604,BR6,BR6,MJP,AMRO,2009,BR6-09,16-04_2009,1,3,183,238.1,643.52,551.75,1.9,5.1,0,1,0,0.253350446,0.089649858,1031.448861,1031.448861,Constructed,L,C,Core
1604,BR6,BR6,MJP,AMRO,2009,BR6-09,16-04_2009,1,5,188,238.1,643.52,551.75,1.9,5.1,0,1,0,0.253350446,0.089649858,1031.448861,1031.448861,Constructed,L,C,Core
1604,BR6,BR6,MJP,AMRO,2009,BR6-09,16-04_2009,1,5,193,238.1,643.52,551.75,1.9,5.1,0,1,0,0.253350446,0.089649858,1031.448861,1031.448861,Constructed,L,C,Core
1701,BR7,BR7,MJP,AMRO,2009,BR7-09,17-01_2009,0,4,152,121.9,945.32,767.83,1.1,5.9,0,1,0,0.25157712,0.08839893,1031.448861,1031.448861,Constructed,L,C,Core
1803,BH8,BH8,MJP,AMRO,2009,BH8-09,18-03_2009,1,4,150,96.3,391.62,314.11,0.9,7,0,0.989667049,0.010332951,0.282188571,0.098854664,2754.734404,2754.734404,Constructed,L,C,Core
1803,BH8,BH8,MJP,AMRO,2009,BH8-09,18-03_2009,1,3,153,96.3,391.62,314.11,0.9,7,0,0.989667049,0.010332951,0.282188571,0.098854664,2754.734404,2754.734404,Constructed,L,C,Core
1803,BH8,BH8,MJP,AMRO,2009,BH8-09,18-03_2009,1,3,156,96.3,391.62,314.11,0.9,7,0,0.989667049,0.010332951,0.282188571,0.098854664,2754.734404,2754.734404,Constructed,L,C,Core
1803,BH8,BH8,MJP,AMRO,2009,BH8-09,18-03_2009,1,5,161,96.3,391.62,314.11,0.9,7,0,0.989667049,0.010332951,0.282188571,0.098854664,2754.734404,2754.734404,Constructed,L,C,Core
1803,BH8,BH8,MJP,AMRO,2009,BH8-09,18-03_2009,1,5,166,96.3,391.62,314.11,0.9,7,0,0.989667049,0.010332951,0.282188571,0.098854664,2754.734404,2754.734404,Constructed,L,C,Core
1803,BH8,BH8,MJP,AMRO,2009,BH8-09,18-03_2009,1,4,170,96.3,391.62,314.11,0.9,7,0,0.989667049,0.010332951,0.282188571,0.098854664,2754.734404,2754.734404,Constructed,L,C,Core
1806,BH8,BH8,MJP,AMRO,2009,BH8-09,18-06_2009,1,3,177,74.5,387.6,302.12,0.9,7,0,0.989678899,0.010321101,0.282246166,0.098837726,2754.734404,2754.734404,Constructed,L,C,Core
1806,BH8,BH8,MJP,AMRO,2009,BH8-09,18-06_2009,1,4,181,74.5,387.6,302.12,0.9,7,0,0.989678899,0.010321101,0.282246166,0.098837726,2754.734404,2754.734404,Constructed,L,C,Core
1806,BH8,BH8,MJP,AMRO,2009,BH8-09,18-06_2009,1,4,185,74.5,387.6,302.12,0.9,7,0,0.989678899,0.010321101,0.282246166,0.098837726,2754.734404,2754.734404,Constructed,L,C,Core
1806,BH8,BH8,MJP,AMRO,2009,BH8-09,18-06_2009,1,4,189,74.5,387.6,302.12,0.9,7,0,0.989678899,0.010321101,0.282246166,0.098837726,2754.734404,2754.734404,Constructed,L,C,Core
1806,BH8,BH8,MJP,AMRO,2009,BH8-09,18-06_2009,1,5,194,74.5,387.6,302.12,0.9,7,0,0.989678899,0.010321101,0.282246166,0.098837726,2754.734404,2754.734404,Constructed,L,C,Core
1806,BH8,BH8,MJP,AMRO,2009,BH8-09,18-06_2009,1,3,197,74.5,387.6,302.12,0.9,7,0,0.989678899,0.010321101,0.282246166,0.098837726,2754.734404,2754.734404,Constructed,L,C,Core
1806,BH8,BH8,MJP,AMRO,2009,BH8-09,18-06_2009,1,4,201,74.5,387.6,302.12,0.9,7,0,0.989678899,0.010321101,0.282246166,0.098837726,2754.734404,2754.734404,Constructed,L,C,Core
1806,BH8,BH8,MJP,AMRO,2009,BH8-09,18-06_2009,1,5,206,74.5,387.6,302.12,0.9,7,0,0.989678899,0.010321101,0.282246166,0.098837726,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2012,BH1-12,BH1-AMRO-1_2012,2,0,156,11.43,565.54,13.71,0.53,3.133333333,0.11,1,0,0.282591942,0.09818336,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2012,BH1-12,BH1-AMRO-1_2012,1,3,159,11.43,565.54,13.71,0.53,3.133333333,0.11,1,0,0.282591942,0.09818336,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2012,BH1-12,BH1-AMRO-1_2012,0,3,162,11.43,565.54,13.71,0.53,3.133333333,0.11,1,0,0.282591942,0.09818336,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2012,BH1-12,BH1-AMRO-1_2012,0,0,165,11.43,565.54,13.71,0.53,3.133333333,0.11,1,0,0.282591942,0.09818336,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2012,BH1-12,BH1-AMRO-1_2012,0,0,168,11.43,565.54,13.71,0.53,3.133333333,0.11,1,0,0.282591942,0.09818336,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2012,BH1-12,BH1-AMRO-1_2012,0,0,171,11.43,565.54,13.71,0.53,3.133333333,0.11,1,0,0.282591942,0.09818336,2754.734404,2754.734404,Constructed,L,C,Core
BH1-AMRO-1,BH1,BH1,MAH,AMRO,2012,BH1-12,BH1-AMRO-1_2012,0,0,174,11.43,565.54,13.71,0.53,3.133333333,0.11,1,0,0.282591942,0.09818336,2754.734404,2754.734404,Constructed,L,C,Core
CP4-AMRO-2,CP4,BRN,MAH,AMRO,2012,CP4-12,CP4-AMRO-2_2012,2,0,157,598.8,578.58,542.04,1.29,6.00589,0,1,0,0.252206521,0.08950696,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-2,CP4,BRN,MAH,AMRO,2012,CP4-12,CP4-AMRO-2_2012,1,3,160,598.8,578.58,542.04,1.29,6.00589,0,1,0,0.252206521,0.08950696,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-2,CP4,BRN,MAH,AMRO,2012,CP4-12,CP4-AMRO-2_2012,1,3,163,598.8,578.58,542.04,1.29,6.00589,0,1,0,0.252206521,0.08950696,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-2,CP4,BRN,MAH,AMRO,2012,CP4-12,CP4-AMRO-2_2012,1,3,166,598.8,578.58,542.04,1.29,6.00589,0,1,0,0.252206521,0.08950696,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-2,CP4,BRN,MAH,AMRO,2012,CP4-12,CP4-AMRO-2_2012,1,3,169,598.8,578.58,542.04,1.29,6.00589,0,1,0,0.252206521,0.08950696,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-2,CP4,BRN,MAH,AMRO,2012,CP4-12,CP4-AMRO-2_2012,1,3,172,598.8,578.58,542.04,1.29,6.00589,0,1,0,0.252206521,0.08950696,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-2,CP4,BRN,MAH,AMRO,2012,CP4-12,CP4-AMRO-2_2012,1,3,175,598.8,578.58,542.04,1.29,6.00589,0,1,0,0.252206521,0.08950696,1031.448861,1031.448861,Constructed,L,I,Core
CP4-AMRO-2,CP4,BRN,MAH,AMRO,2012,CP4-12,CP4-AMRO-2_2012,1,3,178,598.8,578.58,542.04,1.29,6.00589,0,1,0,0.252206521,0.08950696,1031.448861,1031.448861,Constructed,L,I,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2012,EBS-12,EBS-AMRO-2_2012,2,0,174,32.99,438.57,0,2.37,3.8,4,0.609644087,0.213547646,0.238074913,0.090482274,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2012,EBS-12,EBS-AMRO-2_2012,1,3,177,32.99,438.57,0,2.37,3.8,4,0.609644087,0.213547646,0.238074913,0.090482274,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2012,EBS-12,EBS-AMRO-2_2012,1,3,180,32.99,438.57,0,2.37,3.8,4,0.609644087,0.213547646,0.238074913,0.090482274,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2012,EBS-12,EBS-AMRO-2_2012,1,2,182,32.99,438.57,0,2.37,3.8,4,0.609644087,0.213547646,0.238074913,0.090482274,493.1557688,493.1557688,Old Road,H,R,Core
EBS-AMRO-2,EBS,EBS,MAH,AMRO,2012,EBS-12,EBS-AMRO-2_2012,1,7,189,32.99,438.57,0,2.37,3.8,4,0.609644087,0.213547646,0.238074913,0.090482274,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-1_2012,2,0,151,3.05,787.88,460.67,3.23,4.266666667,3.55,0.97826087,0.019450801,0.242272146,0.094639348,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-1_2012,1,3,154,3.05,787.88,460.67,3.23,4.266666667,3.55,0.97826087,0.019450801,0.242272146,0.094639348,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-1_2012,1,3,157,3.05,787.88,460.67,3.23,4.266666667,3.55,0.97826087,0.019450801,0.242272146,0.094639348,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-1_2012,0,3,160,3.05,787.88,460.67,3.23,4.266666667,3.55,0.97826087,0.019450801,0.242272146,0.094639348,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-1_2012,0,0,163,3.05,787.88,460.67,3.23,4.266666667,3.55,0.97826087,0.019450801,0.242272146,0.094639348,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-1_2012,0,0,166,3.05,787.88,460.67,3.23,4.266666667,3.55,0.97826087,0.019450801,0.242272146,0.094639348,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-1,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-1_2012,0,0,169,3.05,787.88,460.67,3.23,4.266666667,3.55,0.97826087,0.019450801,0.242272146,0.094639348,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-2,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-2_2012,2,0,151,106.11,745.4,495.74,3.23,4.266666667,3.55,0.985040276,0.014959724,0.24309196,0.096377397,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-2,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-2_2012,0,3,154,106.11,745.4,495.74,3.23,4.266666667,3.55,0.985040276,0.014959724,0.24309196,0.096377397,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-4,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-4_2012,2,0,166,0.51,125.13,90.62,3.23,4.266666667,3.55,0.493699885,0.158075601,0.248881288,0.098715987,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-4,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-4_2012,1,3,169,0.51,125.13,90.62,3.23,4.266666667,3.55,0.493699885,0.158075601,0.248881288,0.098715987,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-4,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-4_2012,1,3,172,0.51,125.13,90.62,3.23,4.266666667,3.55,0.493699885,0.158075601,0.248881288,0.098715987,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-4,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-4_2012,1,3,175,0.51,125.13,90.62,3.23,4.266666667,3.55,0.493699885,0.158075601,0.248881288,0.098715987,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-4,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-4_2012,1,3,178,0.51,125.13,90.62,3.23,4.266666667,3.55,0.493699885,0.158075601,0.248881288,0.098715987,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-4,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-4_2012,0,3,181,0.51,125.13,90.62,3.23,4.266666667,3.55,0.493699885,0.158075601,0.248881288,0.098715987,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-5,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-5_2012,2,0,172,15.99,819.73,489.49,3.23,4.266666667,3.55,0.988545246,0.011454754,0.241976978,0.094522973,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-5,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-5_2012,1,3,175,15.99,819.73,489.49,3.23,4.266666667,3.55,0.988545246,0.011454754,0.241976978,0.094522973,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-5,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-5_2012,0,3,178,15.99,819.73,489.49,3.23,4.266666667,3.55,0.988545246,0.011454754,0.241976978,0.094522973,493.1557688,493.1557688,Old Road,H,R,Core
EBW-AMRO-5,EBW,EBW,MAH,AMRO,2012,EBW-12,EBW-AMRO-5_2012,0,0,181,15.99,819.73,489.49,3.23,4.266666667,3.55,0.988545246,0.011454754,0.241976978,0.094522973,493.1557688,493.1557688,Old Road,H,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,2,0,143,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,1,0,143,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,0,2,145,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,150,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,153,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,156,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,159,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,162,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,165,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,168,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,171,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,174,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-1,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-1_2012,NA,0,180,69.29,443.59,243.51,1.4,5.833333333,0.04,0.696796339,0.125858124,0.263749108,0.096442149,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-2,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-2_2012,2,0,165,62.82,298.99,197.23,1.4,5.833333333,0.04,0.564073227,0.193363844,0.265462795,0.095824644,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-2,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-2_2012,1,3,168,62.82,298.99,197.23,1.4,5.833333333,0.04,0.564073227,0.193363844,0.265462795,0.095824644,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-2,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-2_2012,1,3,171,62.82,298.99,197.23,1.4,5.833333333,0.04,0.564073227,0.193363844,0.265462795,0.095824644,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-2,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-2_2012,1,3,174,62.82,298.99,197.23,1.4,5.833333333,0.04,0.564073227,0.193363844,0.265462795,0.095824644,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-2,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-2_2012,1,6,180,62.82,298.99,197.23,1.4,5.833333333,0.04,0.564073227,0.193363844,0.265462795,0.095824644,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-2,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-2_2012,1,3,183,62.82,298.99,197.23,1.4,5.833333333,0.04,0.564073227,0.193363844,0.265462795,0.095824644,188.4612781,188.4612781,Old Road,L,R,Core
SHT-AMRO-2,SHT,SHT,MAH,AMRO,2012,SHT-12,SHT-AMRO-2_2012,1,5,188,62.82,298.99,197.23,1.4,5.833333333,0.04,0.564073227,0.193363844,0.265462795,0.095824644,188.4612781,188.4612781,Old Road,L,R,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,2,0,152,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,0,3,155,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,158,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,161,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,164,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,167,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,170,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,173,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
ST3-AMRO-1,ST3,ST3,MAH,AMRO,2012,ST3-12,ST3-AMRO-1_2012,NA,0,179,44.84,590.44,404.78,0.95,2.6,1,0.897818599,0.076923077,0.217800036,0.105230771,93.79485029,93.79485029,Constructed,L,C,Core
UWT-AMRO-1,UWT,UWT,MAH,AMRO,2012,UWT-12,UWT-AMRO-1_2012,2,0,172,7.28,725.92,37.48,2.46,5.868902439,2.17,0.933562428,0.057273769,0.234022621,0.092993674,493.1557688,493.1557688,Old Road,H,R,Core
